POS,PosScore,NegScore,word
a,0.375,0.0,salty
a,0.75,0.25,stirring
a,0.0,0.5,thrilling
a,0.125,0.125,unstimulating
a,0.25,0.25,flat
a,0.5,0.25,juiceless
a,0.5,0.125,vapid
a,0.5,0.0,depressant
a,0.25,0.5,tranquillizing
a,0.125,0.0,narcotizing
a,0.125,0.5,relaxant
a,0.0,0.25,soporific
a,0.5,0.0,stimulative
a,0.375,0.125,adrenocorticotropic
a,0.0,0.0,analeptic
a,0.25,0.125,excitatory
a,0.125,0.125,irritative
a,0.25,0.0,stimulating
a,0.0,0.0,stomatous
a,0.0,0.0,mouthlike
a,0.0,0.5,mouthless
a,0.0,0.125,straight
a,0.0,0.0,aligned
a,0.0,0.125,unbent
a,0.0,0.125,untwisted
a,0.125,0.375,crooked
a,0.0,0.0,akimbo
a,0.0,0.25,anfractuous
a,0.0,0.0,hooked
a,0.0,0.0,wonky
a,0.0,0.375,writhen
a,0.125,0.0,refractive
a,0.0,0.0,geniculate
a,0.0,0.25,knotty
a,0.5,0.25,malposed
a,0.0,0.0,reflexed
a,0.0,0.0,squiggly
a,0.0,0.125,winding
a,0.0,0.0,warped
a,0.0,0.0,windblown
a,0.0,0.0,wry
a,0.0,0.0,zigzag
a,0.0,0.375,straight
a,0.0,0.0,trabeated
a,0.0,0.0,uncurving
a,0.125,0.125,curving
a,0.125,0.0,bowed
a,0.125,0.25,curvilinear
a,0.0,0.0,eellike
a,0.0,0.0,sickle-shaped
a,0.0,0.0,curvy
a,0.125,0.0,flexuous
a,0.125,0.0,hooklike
a,0.0,0.0,incurved
a,0.0,0.0,recurved
a,0.0,0.0,semicircular
a,0.0,0.0,snaky
a,0.0,0.0,wiggly
a,0.0,0.0,sinusoidal
a,0.0,0.0,upcurved
a,0.125,0.0,coiled
a,0.0,0.0,whorled
a,0.125,0.0,convoluted
a,0.125,0.0,involute
a,0.125,0.0,rolled
a,0.0,0.0,wound
a,0.0,0.5,uncoiled
a,0.0,0.125,uncurled
a,0.625,0.375,straight
a,0.25,0.625,straightforward
a,0.5,0.25,transparent
a,0.875,0.125,straightarrow
a,0.25,0.625,crooked
a,0.25,0.5,underhanded
a,0.0,0.0,stressed
a,0.25,0.0,emphatic
a,0.0,0.0,masculine
a,0.0,0.75,unstressed
a,0.0,0.0,feminine
a,0.125,0.25,weak
a,0.125,0.25,unemphatic
a,0.0,0.0,tonic
a,0.0,0.0,unaccented
a,0.5,0.0,strong
a,0.375,0.25,beardown
a,0.25,0.0,beefed-up
a,0.125,0.0,sinewy
a,0.0,0.0,bullnecked
a,0.25,0.0,bullocky
a,0.0,0.0,fortified
a,0.25,0.25,severe
a,0.25,0.5,weapons-grade
a,0.5,0.0,ironlike
a,0.375,0.0,powerful
a,0.125,0.0,noticeable
a,0.0,0.0,strengthened
a,0.375,0.0,robust
a,0.125,0.0,stiff
a,0.375,0.0,vehement
a,0.375,0.25,virile
a,0.375,0.0,well-set
a,0.125,0.5,weak
a,0.125,0.125,anemic
a,0.0,0.5,enervated
a,0.0,0.5,feeble
a,0.125,0.375,lame
a,0.0,0.375,flimsy
a,0.0,0.625,shoddy
a,0.25,0.5,wishy-washy
a,0.0,0.5,wan
a,0.25,0.75,puny
a,0.5,0.25,vulnerable
a,0.0,0.0,weakened
a,0.0,0.625,unregenerate
a,0.0,0.625,cantankerous
a,0.0,0.625,stroppy
a,0.125,0.625,pigheaded
a,0.0,0.75,unyielding
a,0.0,0.875,cross-grained
a,0.0,0.5,determined
a,0.0,0.125,mulish
a,0.0,0.625,stiff-necked
a,0.0,0.0,strong-willed
a,0.5,0.0,docile
a,0.625,0.0,tame
a,0.125,0.25,sheeplike
a,0.25,0.0,yielding
a,0.0,0.25,subordinate
a,0.0,0.25,feudatory
a,0.0,0.0,ruled
a,0.0,0.0,subject
a,0.125,0.375,subservient
a,0.0,0.875,insubordinate
a,0.0,0.625,contumacious
a,0.0,0.625,unruly
a,0.0,0.0,mutinous
a,0.0,0.25,rebellious
a,0.625,0.0,successful
a,0.5,0.125,boffo
a,0.5,0.0,thriving
a,0.0,0.0,in
a,0.25,0.0,made
a,0.0,0.0,no-hit
a,0.625,0.0,productive
a,0.25,0.0,self-made
a,0.25,0.0,sure-fire
a,0.375,0.0,triple-crown
a,0.375,0.0,triple-crown
a,0.5,0.0,winning
a,0.0,0.5,unsuccessful
a,0.0,0.25,attempted
a,0.0,0.5,thwarted
a,0.0,0.625,washed-up
a,0.0,0.25,down-and-out
a,0.25,0.0,unrewarded
a,0.0,0.5,hitless
a,0.0,0.0,no-win
a,0.0,0.0,out
a,0.0,0.5,scoreless
a,0.125,0.0,self-defeating
a,0.0,0.5,unrealized
a,0.0,0.625,unplaced
a,0.0,0.25,winless
a,0.125,0.75,sufficient
a,0.125,0.0,enough
a,0.0,0.375,comfortable
a,0.125,0.875,insufficient
a,0.0,0.5,low
a,0.0,0.625,short
a,0.0,0.125,skimpy
a,0.25,0.375,short
a,0.0,0.0,shy
a,0.0,0.0,sugary
a,0.0,0.125,sugar-coated
a,0.0,0.0,syrupy
a,0.0,0.25,honeylike
a,0.0,0.0,sweetened
a,0.0,0.375,sugarless
a,0.0,0.125,unsugared
a,0.0,0.375,unsweetened
a,0.625,0.0,superior
a,0.25,0.125,patronizing
a,0.375,0.125,high
a,0.625,0.125,preeminent
a,0.625,0.0,upper-level
a,0.875,0.0,olympian
a,0.5,0.0,superordinate
a,0.75,0.0,upper
a,0.0,0.5,inferior
a,0.0,0.875,small
a,0.125,0.875,indifferent
a,0.0,0.625,low-level
a,0.125,0.25,middle-level
a,0.0,0.375,outclassed
a,0.625,0.0,superior
a,0.625,0.0,tops
a,0.875,0.0,banner
a,0.0,0.0,select
a,0.875,0.0,brag
a,0.875,0.0,superb
a,0.0,0.0,capital
a,0.625,0.0,select
a,1.0,0.0,splendid
a,0.75,0.0,gilt-edged
a,0.875,0.0,superlative
a,0.375,0.0,high-performance
a,0.75,0.0,outstanding
a,0.75,0.0,premium
a,0.75,0.25,pukka
a,0.75,0.0,shining
a,0.875,0.0,spiffing
a,0.75,0.0,supreme
a,1.0,0.0,topping
a,0.75,0.0,transcendent
a,0.25,0.125,weapons-grade
a,0.5,0.0,well-made
a,0.0,0.875,inferior
a,0.0,0.625,bad
a,0.0,0.375,base
a,0.125,0.875,tinny
a,0.125,0.875,bush-league
a,0.0,1.0,tawdry
a,0.222,0.778,common
a,0.25,0.5,coarsened
a,0.0,0.75,commercial-grade
a,0.0,0.875,wretched
a,0.125,0.375,less
a,0.222,0.778,low-grade
a,0.222,0.778,second-rate
a,0.125,0.75,ropy
a,0.125,0.75,stunted
a,0.0,0.75,second-class
a,0.125,0.5,third-rate
a,0.0,0.75,utility-grade
a,0.0,0.0,superior
a,0.0,0.0,inferior
a,0.0,0.0,superjacent
a,0.0,0.0,incumbent
a,0.0,0.0,superimposed
a,0.0,0.0,superincumbent
a,0.0,0.125,subjacent
a,0.0,0.0,underlying
a,0.0,0.0,superscript
a,0.0,0.0,subscript
a,0.0,0.0,adscript
a,0.0,0.0,supervised
a,0.125,0.5,unsupervised
a,0.0,0.125,unattended
a,0.0,0.0,supported
a,0.0,0.0,based
a,0.0,0.0,buttressed
a,0.0,0.0,gimbaled
a,0.0,0.25,pendent
a,0.0,0.0,supernatant
a,0.0,0.0,suspended
a,0.0,0.0,underhung
a,0.0,0.0,underslung
a,0.125,0.625,unsupported
a,0.0,0.0,strapless
a,0.375,0.5,unbraced
a,0.25,0.0,supported
a,0.0,0.0,subsidized
a,0.0,0.75,unsupported
a,0.0,0.5,wild
a,0.0,0.25,unbacked
a,0.0,0.0,unsubstantiated
a,0.0,0.0,assisted
a,0.0,0.0,motor-assisted
a,0.0,0.375,power-assisted
a,0.125,0.25,unassisted
a,0.125,0.5,naked
a,0.0,0.375,unaided
a,0.125,0.0,supportive
a,0.0,0.0,auxiliary
a,0.375,0.0,accessory
a,0.375,0.125,certificatory
a,0.0,0.0,verifying
a,0.375,0.0,demonstrative_of
a,0.0,0.0,supporting
a,0.0,0.625,unsupportive
a,0.0,0.625,contradictory
a,0.0,0.875,invalidating
a,0.5,0.0,surmountable
a,0.5,0.125,superable
a,0.0,0.75,unsurmountable
a,0.0,0.75,unconquerable
a,0.125,0.25,surprised
a,0.75,0.25,stunned
a,0.125,0.125,thunderstruck
a,0.125,0.375,gobsmacked
a,0.125,0.125,popeyed
a,0.0,0.25,jiggered
a,0.0,0.25,startled
a,0.0,0.5,unsurprised
a,0.0,0.625,surprising
a,0.5,0.25,astonishing
a,0.0,0.125,startling
a,0.0,0.625,stunning
a,0.5,0.25,unsurprising
a,0.5,0.0,susceptible
a,0.0,0.25,supersensitized
a,0.125,0.5,amenable
a,0.0,0.125,subject
a,0.125,0.25,suasible
a,0.125,0.125,pliable
a,0.125,0.375,unresistant
a,0.125,0.125,predisposed
a,0.0,0.125,tractable
a,0.125,0.25,suggestible
a,0.25,0.375,temptable
a,0.125,0.625,unvaccinated
a,0.0,0.375,vulnerable
a,0.125,0.75,unsusceptible
a,0.0,0.125,resistant
a,0.5,0.375,vaccinated
a,0.0,0.0,immunogenic
a,0.0,0.625,incapable
a,0.0,0.75,unsuasible
a,0.0,0.75,unresponsive
a,0.5,0.0,waxy
a,0.375,0.0,easy
a,0.625,0.0,spinnable
a,0.0,0.0,pliant
a,0.25,0.125,susceptible
a,0.0,0.75,unimpressionable
a,0.0,0.5,exempt
a,0.0,0.0,excused
a,0.375,0.0,immune
a,0.125,0.625,privileged
a,0.0,0.625,nonexempt
a,0.0,0.125,liable
a,0.0,0.5,taxpaying
a,0.0,0.25,unexcused
a,0.125,0.0,scheduled
a,0.0,0.0,regular
a,0.0,0.625,unscheduled
a,0.0,0.0,special
a,0.0,0.0,forced
a,0.0,0.0,sweet
a,0.0,0.75,dry
a,0.0,0.5,brut
a,0.0,0.0,medium-dry
a,0.0,0.0,unsweet
a,0.0,0.0,sweet
a,0.25,0.375,treacly
a,0.125,0.0,sweetish
a,0.0,0.5,sour
a,0.125,0.375,astringent
a,0.0,0.25,vinegary
a,0.125,0.375,acidulous
a,0.0,0.25,tart
a,0.125,0.375,subacid
a,0.0,0.75,soured
a,0.0,0.25,turned
a,0.0,0.625,unsoured
a,0.0,0.75,unfermented
a,0.25,0.0,suspected
a,0.125,0.75,unsuspected
a,0.0,0.625,unknown
a,0.375,0.0,swept
a,0.0,0.0,sweptback
a,0.0,0.0,sweptwing
a,0.0,0.75,unswept
a,0.0,0.25,sworn
a,0.0,0.0,bound
a,0.0,0.625,unsworn
a,0.0,0.0,symmetrical
a,0.0,0.0,isobilateral
a,0.375,0.125,biradial
a,0.0,0.0,cruciform
a,0.0,0.25,regular
a,0.0,0.0,interchangeable
a,0.0,0.0,isosceles
a,0.0,0.0,stellate
a,0.0,0.0,radially_symmetrical
a,0.0,0.125,trigonal
a,0.0,0.375,asymmetrical
a,0.0,0.0,lopsided
a,0.0,0.125,noninterchangeable
a,0.125,0.25,unsymmetrical
a,0.0,0.0,actinomorphous
a,0.0,0.0,actinoid
a,0.0,0.0,zygomorphous
a,0.375,0.25,sympathetic
a,0.125,0.625,commiserative
a,0.0,0.0,condolent
a,0.375,0.0,empathic
a,0.0,0.875,unsympathetic
a,0.0,0.625,unsympathizing
a,0.125,0.375,sympathetic
a,0.125,0.375,unsympathetic
a,0.0,0.0,sympatric
a,0.0,0.0,allopatric
a,0.0,0.0,synchronic
a,0.0,0.0,historical
a,0.0,0.0,synchronous
a,0.0,0.0,contemporaneous
a,0.0,0.0,coexisting
a,0.0,0.0,simultaneous
a,0.0,0.0,contemporary
a,0.0,0.0,parallel
a,0.0,0.0,synchronic
a,0.0,0.0,synchronized
a,0.0,0.625,asynchronous
a,0.0,0.0,allochronic
a,0.0,0.0,anachronous
a,0.0,0.25,unsynchronous
a,0.0,0.0,serial
a,0.0,0.0,synchronous
a,0.0,0.0,asynchronous
a,0.0,0.0,syndetic
a,0.0,0.25,asyndetic
a,0.0,0.0,synonymous
a,0.0,0.125,similar
a,0.0,0.625,substitutable
a,0.0,0.0,antonymous
a,0.0,0.625,complementary
a,0.0,0.375,contradictory
a,0.25,0.0,contrary
a,0.0,0.0,incompatible
a,0.0,0.0,converse
a,0.0,0.5,systematic
a,0.0,0.125,unsystematic
a,0.0,0.125,taciturn
a,0.0,0.75,buttoned-up
a,0.0,0.0,untalkative
a,0.25,0.0,voluble
a,0.25,0.375,talky
a,0.5,0.0,tactful
a,0.5,0.125,discreet
a,0.375,0.5,untactful
a,0.5,0.0,tall
a,0.0,0.0,rangy
a,0.0,0.125,in_height
a,0.125,0.0,long-shanked
a,0.0,0.125,tall-growing
a,0.25,0.125,long
a,0.0,0.0,tall-stalked
a,0.5,0.0,statuesque
a,0.125,0.0,tallish
a,0.125,0.75,short
a,0.0,0.0,stumpy
a,0.0,0.0,thickset
a,0.0,0.0,half-length
a,0.125,0.5,sawn-off
a,0.0,0.0,short-stalked
a,0.0,0.0,squabby
a,0.0,0.0,tamed
a,0.125,0.0,broken_in
a,0.125,0.0,cultivated
a,0.5,0.0,gentle
a,0.125,0.0,domesticated
a,0.5,0.0,tamed
a,0.0,0.75,wild
a,0.0,0.375,savage
a,0.125,0.0,semi-wild
a,0.0,0.625,unbroken
a,0.0,0.5,undomesticated
a,0.25,0.125,tame
a,0.0,0.0,subdued
a,0.25,0.25,wild
a,0.0,0.625,disorderly
a,0.5,0.25,unrestrained
a,0.0,0.625,manic
a,0.0,0.0,unsubdued
a,0.5,0.0,touchable
a,0.0,0.375,tactual
a,0.125,0.625,intangible
a,0.0,0.0,tangible
a,0.0,0.0,real
a,0.625,0.0,realizable
a,0.0,0.625,intangible
a,0.625,0.0,tasteful
a,0.875,0.0,esthetic
a,0.75,0.0,unpretentious
a,0.25,0.25,tasteless
a,0.0,0.375,barbaric
a,0.0,0.5,trashy
a,0.125,0.5,brummagem
a,0.25,0.5,campy
a,0.625,0.25,off-colour
a,0.0,0.5,pretentious
a,0.625,0.25,tasty
a,0.0,0.5,sour-tasting
a,0.75,0.25,nectarous
a,0.0,0.375,bitter
a,0.125,0.125,sharp-tasting
a,0.125,0.25,semisweet
a,0.75,0.125,choice
a,0.625,0.25,dainty
a,0.75,0.25,yummy
a,0.0,0.5,saporous
a,0.0,0.25,fruity
a,0.125,0.125,robust
a,0.0,0.5,peppery
a,0.25,0.25,gingery
a,0.0,0.0,spicy
a,0.25,0.25,grapy
a,0.0,0.0,mild-tasting
a,0.0,0.5,nippy
a,0.0,0.25,nutty
a,0.375,0.5,zesty
a,0.25,0.0,pungent
a,0.0,0.125,salty
a,0.0,0.25,smoky
a,0.0,0.25,sour
a,0.25,0.0,strong-flavored
a,0.125,0.25,winy
a,0.125,0.25,tasteless
a,0.0,0.375,vapid
a,0.0,0.125,unflavoured
a,0.0,0.5,unseasoned
a,0.0,0.0,taxable
a,0.5,0.0,assessable
a,0.0,0.0,dutiable
a,0.0,0.0,rateable
a,0.0,0.375,nontaxable
a,0.0,0.125,duty-free
a,0.0,0.0,untaxed
a,0.0,0.0,unratable
a,0.125,0.75,temperate
a,0.625,0.125,light
a,0.5,0.0,restrained
a,0.0,0.375,intemperate
a,0.375,0.25,heavy
a,0.0,0.375,temperate
a,0.5,0.125,cold-temperate
a,0.0,0.25,equable
a,0.0,0.125,intemperate
a,0.0,0.0,tense
a,0.0,0.0,overstrung
a,0.0,0.0,tight
a,0.125,0.5,lax
a,0.0,0.5,sagging
a,0.125,0.5,limp
a,0.0,0.0,floppy
a,0.0,0.625,slack
a,0.375,0.0,loose-jointed
a,0.5,0.25,tensionless
a,0.0,0.0,tense
a,0.0,0.0,constricted
a,0.0,0.0,lax
a,0.0,0.0,tense
a,0.0,0.0,wound_up
a,0.0,0.5,suspensive
a,0.0,0.25,taut
a,0.0,0.625,itchy
a,0.0,0.0,uptight
a,0.0,0.0,electric
a,0.0,0.0,isotonic
a,0.125,0.0,nervous
a,0.25,0.0,strained
a,0.0,0.375,unrelaxed
a,0.0,0.375,wired
a,0.0,0.625,relaxed
a,0.625,0.0,degage
a,0.125,0.5,mellow
a,0.25,0.125,unstrained
a,0.0,0.0,hypertonic
a,0.0,0.5,hypotonic
a,0.0,0.0,territorial
a,0.0,0.0,jurisdictional
a,0.0,0.0,regional
a,0.0,0.0,sectional
a,0.0,0.0,extraterritorial
a,0.375,0.0,territorial
a,0.0,0.125,nonterritorial
a,0.0,0.0,thermoplastic
a,0.0,0.0,thermosetting
a,0.0,0.0,thick
a,0.0,0.0,deep
a,0.0,0.0,deep-chested
a,0.0,0.0,fat
a,0.25,0.0,four-ply
a,0.0,0.0,heavy
a,0.0,0.0,heavy
a,0.125,0.0,quilted
a,0.0,0.0,thickened
a,0.25,0.0,three-ply
a,0.25,0.0,two-ply
a,0.0,0.0,thin
a,0.0,0.0,bladed
a,0.0,0.0,hairlike
a,0.125,0.0,flat
a,0.125,0.0,depressed
a,0.0,0.0,vapourous
a,0.125,0.0,thready
a,0.125,0.0,fine
a,0.25,0.0,light
a,0.5,0.0,hyperfine
a,0.0,0.0,paper_thin
a,0.125,0.0,papery
a,0.125,0.0,ribbony
a,0.0,0.0,sleazy
a,0.0,0.0,slender
a,0.125,0.0,tenuous
a,0.125,0.0,wafer-thin
a,0.0,0.0,thick
a,0.0,0.0,clotted
a,0.5,0.0,coagulable
a,0.0,0.0,grumous
a,0.0,0.0,creamy
a,0.0,0.0,impenetrable
a,0.0,0.0,jellylike
a,0.0,0.0,thready
a,0.0,0.0,soupy
a,0.25,0.0,viscous
a,0.0,0.0,thickened
a,0.0,0.125,thin
a,0.0,0.0,tenuous
a,0.25,0.5,rarified
a,0.5,0.0,thinkable
a,0.0,0.0,ponderable
a,0.0,0.125,imaginable
a,0.125,0.0,surmisable
a,0.0,0.625,unthinkable
a,0.5,0.375,unimaginable
a,0.625,0.0,thoughtful
a,0.125,0.0,preoccupied
a,0.25,0.0,ruminative
a,0.125,0.0,cogitative
a,0.375,0.125,well_thought_out
a,0.375,0.125,deliberative
a,0.25,0.0,excogitative
a,0.625,0.0,thoughtless
a,0.375,0.375,unconsidered
a,0.0,0.75,unthoughtful
a,0.5,0.0,thrifty
a,0.0,0.25,stinting
a,0.25,0.125,penny-wise
a,0.375,0.25,saving
a,0.125,0.375,wasteful
a,0.0,0.125,spendthrift
a,0.0,0.125,pound-foolish
a,0.0,0.375,uneconomical
a,0.625,0.0,tidy
a,0.5,0.0,trim
a,0.5,0.375,orderly
a,0.5,0.0,neat
a,0.625,0.25,ruly
a,0.25,0.5,well-kept
a,0.375,0.0,slicked_up
a,0.25,0.25,straight
a,0.0,0.5,unlittered
a,0.125,0.625,untidy
a,0.0,0.0,sluttish
a,0.0,0.5,littered
a,0.125,0.75,tousled
a,0.375,0.5,topsy-turvy
a,0.0,0.5,slovenly
a,0.0,0.875,mussy
a,0.0,0.25,scraggly
a,0.0,0.25,sloppy
a,0.0,0.375,slouchy
a,0.0,0.125,straggly
a,0.0,0.75,unkempt
a,0.625,0.0,groomed
a,0.125,0.0,brushed
a,0.375,0.0,tidy
a,0.0,0.0,slicked
a,0.125,0.0,pomaded
a,0.375,0.0,sleek
a,0.125,0.75,well-groomed
a,0.25,0.0,well-groomed
a,0.125,0.75,ungroomed
a,0.125,0.0,shaggy-haired
a,0.0,0.25,ill-dressed
a,0.0,0.25,unbrushed
a,0.375,0.0,combed
a,0.0,0.0,uncombed
a,0.0,0.625,uncombable
a,0.0,0.125,unkempt
a,0.0,0.0,timbered
a,0.0,0.0,half-timbered
a,0.0,0.125,timber-framed
a,0.125,0.25,untimbered
a,0.25,0.0,toned
a,0.125,0.25,toneless
a,0.0,0.375,tongued
a,0.0,0.0,tonguelike
a,0.125,0.375,tongueless
a,0.0,0.125,tipped
a,0.0,0.0,filter-tipped
a,0.0,0.625,pink-tipped
a,0.0,0.625,plume-tipped
a,0.0,0.625,spine-tipped
a,0.0,0.625,thorn-tipped
a,0.0,0.625,yellow-tipped
a,0.0,0.625,untipped
a,0.25,0.0,tired
a,0.0,0.0,dead
a,0.5,0.125,weary
a,0.0,0.0,bleary-eyed
a,0.0,0.0,world-weary
a,0.0,0.0,burnt-out
a,0.0,0.625,worn
a,0.125,0.75,flagging
a,0.375,0.25,worn_out
a,0.0,0.125,footsore
a,0.375,0.375,wearied
a,0.0,0.0,knackered
a,0.0,0.0,ragged
a,0.0,0.0,travel-worn
a,0.0,0.0,unrested
a,0.0,0.125,whacked
a,0.25,0.0,rested
a,0.25,0.0,reinvigorated
a,0.25,0.125,unweary
a,0.125,0.0,tolerable
a,0.125,0.75,supportable
a,0.125,0.625,tolerant
a,0.0,0.625,unendurable
a,0.0,0.5,bitter
a,0.375,0.0,unsufferable
a,0.0,0.625,unsupportable
a,0.5,0.0,tolerant
a,0.0,0.375,unbigoted
a,0.125,0.75,intolerant
a,0.0,0.5,bigoted
a,0.125,0.5,strict
a,0.0,0.0,tonal
a,0.0,0.0,keyed
a,0.0,0.0,diatonic
a,0.0,0.0,polytonal
a,0.375,0.125,toned
a,0.0,0.0,tonic
a,0.0,0.375,unkeyed
a,0.0,0.0,toothed
a,0.0,0.0,buck-toothed
a,0.0,0.0,cogged
a,0.0,0.0,fine-toothed
a,0.0,0.125,gap-toothed
a,0.0,0.0,sabre-toothed
a,0.0,0.0,small-toothed
a,0.25,0.25,toothlike
a,0.5,0.0,toothy
a,0.0,0.0,tusked
a,0.25,0.25,toothless
a,0.0,0.0,edentulate
a,0.0,0.25,edentulous
a,0.0,0.0,top
a,0.0,0.0,apical
a,0.125,0.0,crowning
a,0.0,0.0,uppermost
a,0.125,0.0,upper
a,0.0,0.0,bottom
a,0.375,0.125,nethermost
a,0.0,0.125,inferior
a,0.0,0.25,nether
a,0.0,0.0,side
a,0.125,0.125,broadside
a,0.125,0.0,sidelong
a,0.0,0.0,topped
a,0.0,0.0,flat-topped
a,0.0,0.0,lidded
a,0.0,0.0,screw-topped
a,0.125,0.0,topless
a,0.0,0.0,lidless
a,0.0,0.25,bottomed
a,0.0,0.0,bellbottom
a,0.0,0.0,copper-bottomed
a,0.0,0.0,flat-bottomed
a,0.125,0.0,round-bottomed
a,0.0,0.0,bottomless
a,0.125,0.0,top-down
a,0.125,0.0,bottom-up
a,0.0,0.125,equatorial
a,0.0,0.0,pantropical
a,0.0,0.0,tropical
a,0.0,0.0,polar
a,0.0,0.0,circumpolar
a,0.0,0.0,north-polar
a,0.0,0.0,south-polar
a,0.375,0.0,testate
a,0.0,0.75,intestate
a,0.0,0.0,touched
a,0.0,0.0,brushed
a,0.0,0.0,grazed
a,0.0,0.625,untouched
a,0.0,0.5,tough
a,0.0,0.75,rubbery
a,0.125,0.375,chewy
a,0.0,0.0,leathery
a,0.0,0.5,unchewable
a,0.0,0.0,hempen
a,0.0,0.0,tough-skinned
a,0.0,0.25,tender
a,0.125,0.125,cuttable
a,0.0,0.0,crispy
a,0.125,0.0,flaky
a,0.0,0.0,tenderized
a,0.375,0.25,toughened
a,0.0,0.125,thickened
a,0.25,0.0,inured
a,0.125,0.0,weather-beaten
a,0.125,0.75,untoughened
a,0.125,0.25,soft
a,0.0,0.75,tough
a,0.125,0.5,pugnacious
a,0.125,0.25,unsentimental
a,0.5,0.0,tender
a,0.0,0.375,protective
a,0.625,0.125,sentimental
a,0.0,0.25,toxic
a,0.625,0.0,cyanogenic
a,0.0,0.75,virulent
a,0.0,0.5,hepatotoxic
a,0.0,0.5,nephrotoxic
a,0.0,0.0,ototoxic
a,0.375,0.5,toxicant
a,0.0,0.625,nontoxic
a,0.125,0.25,antitoxic
a,0.125,0.25,nonpoisonous
a,0.125,0.25,nonvenomous
a,0.5,0.0,tractable
a,0.5,0.0,malleable
a,0.5,0.0,teachable
a,0.625,0.0,tameable
a,0.0,0.75,intractable
a,0.0,0.375,balky
a,0.0,0.75,stubborn
a,0.0,0.875,unmanageable
a,0.0,0.75,unmalleable
a,0.0,0.0,table_d'hote
a,0.0,0.0,a_la_carte
a,0.5,0.0,trackable
a,0.0,0.625,untraceable
a,0.0,0.0,tracked
a,0.0,0.0,caterpillar-tracked
a,0.0,0.0,half-tracked
a,0.0,0.0,trackless
a,0.0,0.0,traveled
a,0.0,0.0,heavily_traveled
a,0.0,0.625,untravelled
a,0.0,0.625,untraversed
a,0.375,0.0,trimmed
a,0.125,0.0,clipped
a,0.0,0.125,untrimmed
a,0.0,0.125,unclipped
a,0.0,0.875,troubled
a,0.0,0.5,vexed
a,0.125,0.625,unquiet
a,0.0,0.125,tempest-tost
a,0.125,0.25,careful
a,0.0,0.125,heavy-laden
a,0.0,0.5,clouded
a,0.0,0.875,worried
a,0.0,0.625,in_a_bad_way
a,0.0,0.75,fraught
a,0.375,0.25,tormented
a,0.5,0.375,haunted
a,0.0,0.625,mothy
a,0.125,0.75,stressed
a,0.0,0.25,struggling
a,0.0,0.5,suffering
a,0.0,0.625,troublous
a,0.0,0.625,untroubled
a,0.5,0.375,unworried
a,0.125,0.625,clear
a,0.0,0.375,dreamless
a,0.0,0.625,trouble-free
a,0.5,0.125,unconcerned
a,0.0,0.375,undisturbed
a,0.0,0.375,unmolested
a,0.5,0.375,true
a,0.25,0.0,real
a,0.25,0.125,apodictic
a,0.625,0.125,truthful
a,0.444,0.556,sure
a,0.0,0.75,false
a,0.0,0.75,mendacious
a,0.125,0.75,spurious
a,0.0,0.625,trumped-up
a,0.0,0.75,untrue
a,0.625,0.125,trusting
a,0.625,0.0,confiding
a,0.125,0.5,unsuspicious
a,0.5,0.125,distrustful
a,0.0,0.625,misanthropical
a,0.375,0.125,skeptical
a,0.0,0.25,overjealous
a,0.0,0.625,wary
a,0.0,0.0,misogynic
a,0.0,0.375,oversuspicious
a,0.5,0.0,trusty
a,0.625,0.0,reliable
a,0.125,0.0,responsible
a,0.5,0.0,true
a,0.375,0.25,fiducial
a,0.5,0.0,trusted
a,0.0,0.75,untrusty
a,0.25,0.75,shifty
a,0.0,0.0,shady
a,0.0,0.75,tricky
a,0.0,0.0,tubed
a,0.0,0.125,tubeless
a,0.0,0.0,tucked
a,0.0,0.5,untucked
a,0.0,0.0,turned
a,0.0,0.0,upside-down
a,0.0,0.0,upturned
a,0.0,0.0,reversed
a,0.0,0.0,rotated
a,0.0,0.0,wrong-side-out
a,0.0,0.125,unturned
a,0.0,0.0,right-side-out
a,0.0,0.0,right-side-up
a,0.125,0.0,typical
a,0.125,0.0,typic
a,0.0,0.0,representative
a,0.375,0.0,veritable
a,0.5,0.125,true
a,0.0,0.75,untypical
a,0.0,0.625,unrepresentative
a,0.0,0.0,underhanded
a,0.0,0.0,overhanded
a,0.0,0.0,round-arm
a,0.0,0.0,surface
a,0.0,0.0,aboveground
a,0.0,0.0,grade-constructed
a,0.0,0.0,opencut
a,0.0,0.0,subsurface
a,0.0,0.0,underground
a,0.0,0.0,undersea
a,0.0,0.0,underwater
a,0.0,0.0,subterraneous
a,0.0,0.0,overhead
a,0.25,0.0,submersible
a,0.0,0.625,nonsubmersible
a,0.0,0.5,tearful
a,0.0,0.375,swimming
a,0.0,0.0,misty-eyed
a,0.125,0.375,watery-eyed
a,0.0,0.625,snuffly
a,0.125,0.5,weepy
a,0.375,0.125,tearless
a,0.0,0.125,dry
a,0.0,0.0,union
a,0.0,0.25,closed
a,0.0,0.0,unionized
a,0.0,0.625,nonunion
a,0.0,0.0,open
a,0.0,0.75,unorganized
a,0.25,0.0,uniparous
a,0.125,0.0,multiparous
a,0.125,0.0,twinning
a,0.0,0.0,unipolar
a,0.125,0.0,bipolar
a,0.125,0.0,janus-faced
a,0.25,0.25,united
a,0.0,0.0,in_agreement
a,0.0,0.0,confederative
a,0.0,0.0,fused
a,0.0,0.125,coalescing
a,0.25,0.25,cohesive
a,0.0,0.0,coupled
